x,P,T,CO2,CO,C2,O2,C,O
-0.160336435,138702.641,3187.68506,0.436692178,0.358522087,2.59E-16,0.168393895,1.37E-10,0.036391825
-0.156118587,138702.734,3187.68579,0.436692089,0.358522117,2.59E-16,0.16839394,1.37E-10,0.036391806
-0.15196602,138702.828,3187.68628,0.436691999,0.358522177,2.59E-16,0.168393984,1.37E-10,0.036391791
-0.147880152,138702.922,3187.68701,0.43669191,0.358522236,2.59E-16,0.168394029,1.37E-10,0.03639178
-0.143862247,138703.031,3187.68774,0.436691821,0.358522296,2.59E-16,0.168394074,1.37E-10,0.036391769
-0.13991344,138703.141,3187.68848,0.436691731,0.358522356,2.59E-16,0.168394119,1.37E-10,0.036391761
-0.136034757,138703.266,3187.68921,0.436691612,0.358522445,2.59E-16,0.168394163,1.37E-10,0.036391757
-0.132227033,138703.406,3187.6897,0.436691493,0.358522505,2.59E-16,0.168394208,1.37E-10,0.036391754
-0.128491014,138703.547,3187.69043,0.436691374,0.358522594,2.59E-16,0.168394238,1.37E-10,0.036391754
-0.124827303,138703.703,3187.69116,0.436691254,0.358522654,2.59E-16,0.168394282,1.37E-10,0.036391757
-0.121236384,138703.859,3187.69189,0.436691135,0.358522743,2.59E-16,0.168394327,1.37E-10,0.036391765
-0.117718607,138704.047,3187.69238,0.436690986,0.358522832,2.59E-16,0.168394372,1.37E-10,0.036391772
-0.114274226,138704.234,3187.69312,0.436690837,0.358522922,2.59E-16,0.168394417,1.37E-10,0.036391784
-0.110903352,138704.438,3187.69385,0.436690688,0.358523011,2.59E-16,0.168394446,1.37E-10,0.036391795
-0.107606024,138704.656,3187.69458,0.436690539,0.358523101,2.59E-16,0.168394491,1.37E-10,0.03639181
-0.104382135,138704.875,3187.69507,0.43669039,0.35852322,2.59E-16,0.168394536,1.37E-10,0.036391828
-0.101231515,138705.125,3187.6958,0.436690211,0.358523309,2.59E-16,0.168394566,1.37E-10,0.036391851
-0.098153882,138705.391,3187.69653,0.436690062,0.358523428,2.59E-16,0.16839461,1.37E-10,0.036391873
-0.095148861,138705.672,3187.69727,0.436689883,0.358523548,2.59E-16,0.168394655,1.37E-10,0.036391899
-0.092216007,138705.969,3187.698,0.436689675,0.358523667,2.59E-16,0.168394685,1.37E-10,0.036391929
-0.089354776,138706.281,3187.69873,0.436689496,0.358523786,2.59E-16,0.168394729,1.37E-10,0.036391959
-0.086564563,138706.609,3187.69946,0.436689287,0.358523905,2.59E-16,0.168394774,1.37E-10,0.036391988
-0.083844684,138706.969,3187.70044,0.436689079,0.358524024,2.59E-16,0.168394804,1.37E-10,0.036392022
-0.081194408,138707.344,3187.70117,0.43668887,0.358524173,2.59E-16,0.168394849,1.37E-10,0.036392059
-0.078612924,138707.734,3187.7019,0.436688662,0.358524323,2.59E-16,0.168394879,1.37E-10,0.036392104
-0.076099373,138708.156,3187.70288,0.436688423,0.358524472,2.59E-16,0.168394923,1.37E-10,0.036392149
-0.073652849,138708.594,3187.70361,0.436688185,0.358524621,2.59E-16,0.168394953,1.37E-10,0.036392197
-0.071272388,138709.047,3187.70459,0.436687946,0.35852477,2.59E-16,0.168394998,1.37E-10,0.036392249
-0.068957008,138709.547,3187.70532,0.436687708,0.358524919,2.59E-16,0.168395028,1.37E-10,0.036392305
-0.066705667,138710.047,3187.7063,0.43668744,0.358525097,2.59E-16,0.168395072,1.37E-10,0.036392361
-0.064517289,138710.594,3187.70728,0.436687171,0.358525276,2.59E-16,0.168395102,1.37E-10,0.036392424
-0.062390793,138711.156,3187.70825,0.436686903,0.358525425,2.59E-16,0.168395147,1.37E-10,0.036392484
-0.060325045,138711.75,3187.70923,0.436686605,0.358525634,2.59E-16,0.168395177,1.37E-10,0.036392551
